DrugID	drugname	code	level	l1	l2	l3	l4
DB01029	Irbesartan	C09DX07	cardiovascular system;agents acting on the renin-angiotensin system;angiotensin ii receptor blockers (arbs), combinations;angiotensin ii receptor blockers (arbs), other combinations	cardiovascular system	agents acting on the renin-angiotensin system	angiotensin ii receptor blockers (arbs), combinations	angiotensin ii receptor blockers (arbs), other combinations
DB01030	Topotecan	L01XX17	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;other antineoplastic agents	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	other antineoplastic agents
DB01031	Ethinamate	NA	NA	NA	NA	NA	NA
DB01032	Probenecid	M04AB01	musculo-skeletal system;antigout preparations;antigout preparations;preparations increasing uric acid excretion	musculo-skeletal system	antigout preparations	antigout preparations	preparations increasing uric acid excretion
DB01032	Probenecid	G01AE10	genito urinary system and sex hormones;gynecological antiinfectives and antiseptics;antiinfectives and antiseptics, excl. combinations with corticosteroids;sulfonamides	genito urinary system and sex hormones	gynecological antiinfectives and antiseptics	antiinfectives and antiseptics, excl. combinations with corticosteroids	sulfonamides
DB01033	Mercaptopurine	L01BB02	antineoplastic and immunomodulating agents;antineoplastic agents;antimetabolites;purine analogues	antineoplastic and immunomodulating agents	antineoplastic agents	antimetabolites	purine analogues
DB01033	Mercaptopurine	R03DA20	respiratory system;drugs for obstructive airway diseases;other systemic drugs for obstructive airway diseases;xanthines	respiratory system	drugs for obstructive airway diseases	other systemic drugs for obstructive airway diseases	xanthines
DB01034	Cerulenin	NA	NA	NA	NA	NA	NA
DB01035	Procainamide	C01BA02	cardiovascular system;cardiac therapy;antiarrhythmics, class i and iii;antiarrhythmics, class ia	cardiovascular system	cardiac therapy	antiarrhythmics, class i and iii	antiarrhythmics, class ia
DB01036	Tolterodine	G04BD07	genito urinary system and sex hormones;urologicals;urologicals;drugs for urinary frequency and incontinence	genito urinary system and sex hormones	urologicals	urologicals	drugs for urinary frequency and incontinence
DB01037	Selegiline	N04BD01	nervous system;anti-parkinson drugs;dopaminergic agents;monoamine oxidase b inhibitors	nervous system	anti-parkinson drugs	dopaminergic agents	monoamine oxidase b inhibitors
DB01038	Carphenazine	NA	NA	NA	NA	NA	NA
DB01039	Fenofibrate	C10BA03	cardiovascular system;lipid modifying agents;lipid modifying agents, combinations;hmg coa reductase inhibitors in combination with other lipid modifying agents	cardiovascular system	lipid modifying agents	lipid modifying agents, combinations	hmg coa reductase inhibitors in combination with other lipid modifying agents
DB01039	Fenofibrate	C10AB05	cardiovascular system;lipid modifying agents;lipid modifying agents, plain;fibrates	cardiovascular system	lipid modifying agents	lipid modifying agents, plain	fibrates
DB01039	Fenofibrate	C10BA09	cardiovascular system;lipid modifying agents;lipid modifying agents, combinations;hmg coa reductase inhibitors in combination with other lipid modifying agents	cardiovascular system	lipid modifying agents	lipid modifying agents, combinations	hmg coa reductase inhibitors in combination with other lipid modifying agents
DB01039	Fenofibrate	C10BA04	cardiovascular system;lipid modifying agents;lipid modifying agents, combinations;hmg coa reductase inhibitors in combination with other lipid modifying agents	cardiovascular system	lipid modifying agents	lipid modifying agents, combinations	hmg coa reductase inhibitors in combination with other lipid modifying agents
DB01041	Thalidomide	L04AX02	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;other immunosuppressants	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	other immunosuppressants
DB01042	Melphalan	L01AA03	antineoplastic and immunomodulating agents;antineoplastic agents;alkylating agents;nitrogen mustard analogues	antineoplastic and immunomodulating agents	antineoplastic agents	alkylating agents	nitrogen mustard analogues
DB01043	Memantine	N06DA52	nervous system;psychoanaleptics;anti-dementia drugs;anticholinesterases	nervous system	psychoanaleptics	anti-dementia drugs	anticholinesterases
DB01043	Memantine	N06DX01	nervous system;psychoanaleptics;anti-dementia drugs;other anti-dementia drugs	nervous system	psychoanaleptics	anti-dementia drugs	other anti-dementia drugs
DB01043	Memantine	N06DA53	nervous system;psychoanaleptics;anti-dementia drugs;anticholinesterases	nervous system	psychoanaleptics	anti-dementia drugs	anticholinesterases
DB01044	Gatifloxacin	S01AE06	sensory organs;ophthalmologicals;antiinfectives;fluoroquinolones	sensory organs	ophthalmologicals	antiinfectives	fluoroquinolones
DB01044	Gatifloxacin	J01MA16	antiinfectives for systemic use;antibacterials for systemic use;quinolone antibacterials;fluoroquinolones	antiinfectives for systemic use	antibacterials for systemic use	quinolone antibacterials	fluoroquinolones
DB01045	Rifampicin	J04AM02	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;combinations of drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	combinations of drugs for treatment of tuberculosis
DB01045	Rifampicin	J04AB02	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;antibiotics	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	antibiotics
DB01045	Rifampicin	J04AM06	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;combinations of drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	combinations of drugs for treatment of tuberculosis
DB01045	Rifampicin	J04AM05	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;combinations of drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	combinations of drugs for treatment of tuberculosis
DB01045	Rifampicin	J04AM07	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;combinations of drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	combinations of drugs for treatment of tuberculosis
DB01046	Lubiprostone	A06AX03	alimentary tract and metabolism;drugs for constipation;drugs for constipation;other drugs for constipation	alimentary tract and metabolism	drugs for constipation	drugs for constipation	other drugs for constipation
DB01047	Fluocinonide	C05AA11	cardiovascular system;vasoprotectives;agents for treatment of hemorrhoids and anal fissures for topical use;corticosteroids	cardiovascular system	vasoprotectives	agents for treatment of hemorrhoids and anal fissures for topical use	corticosteroids
DB01047	Fluocinonide	D07AC08	dermatologicals;corticosteroids, dermatological preparations;corticosteroids, plain;corticosteroids, potent (group iii)	dermatologicals	corticosteroids, dermatological preparations	corticosteroids, plain	corticosteroids, potent (group iii)
DB01047	Fluocinonide	D07CC05	dermatologicals;corticosteroids, dermatological preparations;corticosteroids, combinations with antibiotics;corticosteroids, potent, combinations with antibiotics	dermatologicals	corticosteroids, dermatological preparations	corticosteroids, combinations with antibiotics	corticosteroids, potent, combinations with antibiotics
DB01048	Abacavir	J05AR13	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hiv infections, combinations	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hiv infections, combinations
DB01048	Abacavir	J05AR02	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hiv infections, combinations	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hiv infections, combinations
DB01048	Abacavir	J05AR04	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hiv infections, combinations	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hiv infections, combinations
DB01048	Abacavir	J05AF06	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;nucleoside and nucleotide reverse transcriptase inhibitors	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	nucleoside and nucleotide reverse transcriptase inhibitors
DB01049	Ergoloid mesylate	NA	NA	NA	NA	NA	NA
DB01050	Ibuprofen	G02CC01	genito urinary system and sex hormones;other gynecologicals;other gynecologicals;antiinflammatory products for vaginal administration	genito urinary system and sex hormones	other gynecologicals	other gynecologicals	antiinflammatory products for vaginal administration
DB01050	Ibuprofen	C01EB16	cardiovascular system;cardiac therapy;other cardiac preparations;other cardiac preparations	cardiovascular system	cardiac therapy	other cardiac preparations	other cardiac preparations
DB01050	Ibuprofen	M01AE01	musculo-skeletal system;antiinflammatory and antirheumatic products;antiinflammatory and antirheumatic products, non-steroids;propionic acid derivatives	musculo-skeletal system	antiinflammatory and antirheumatic products	antiinflammatory and antirheumatic products, non-steroids	propionic acid derivatives
DB01050	Ibuprofen	M02AA13	musculo-skeletal system;topical products for joint and muscular pain;topical products for joint and muscular pain;antiinflammatory preparations, non-steroids for topical use	musculo-skeletal system	topical products for joint and muscular pain	topical products for joint and muscular pain	antiinflammatory preparations, non-steroids for topical use
DB01050	Ibuprofen	R02AX02	respiratory system;throat preparations;throat preparations;other throat preparations	respiratory system	throat preparations	throat preparations	other throat preparations
DB01050	Ibuprofen	N02AJ08	nervous system;analgesics;opioids;opioids in combination with non-opioid analgesics	nervous system	analgesics	opioids	opioids in combination with non-opioid analgesics
